study_id	cell_line	mouse_id	strain	trt	study_day	tumor_vol_mm3
68TB1654AT	AT3	300-13	CC16 F1	isotype	15	34.33
68TB1654AT	AT3	300-13	CC16 F1	isotype	17	60.67
68TB1654AT	AT3	300-13	CC16 F1	isotype	20	85.08
68TB1654AT	AT3	300-13	CC16 F1	isotype	22	106.65
68TB1654AT	AT3	300-13	CC16 F1	isotype	24	144.57
68TB1654AT	AT3	300-13	CC16 F1	isotype	27	164.22
68TB1654AT	AT3	300-14	CC16 F1	isotype	6	0
68TB1654AT	AT3	300-14	CC16 F1	isotype	10	53.1
68TB1654AT	AT3	300-14	CC16 F1	isotype	13	159.13
68TB1654AT	AT3	300-14	CC16 F1	isotype	15	298.88
68TB1654AT	AT3	300-14	CC16 F1	isotype	17	471.03
68TB1654AT	AT3	300-14	CC16 F1	isotype	20	565.19
68TB1654AT	AT3	300-14	CC16 F1	isotype	22	723.42
68TB1654AT	AT3	300-14	CC16 F1	isotype	24	833.56
68TB1654AT	AT3	300-14	CC16 F1	isotype	27	1074.11
68TB1654AT	AT3	300-15	CC16 F1	isotype	6	0
68TB1654AT	AT3	300-15	CC16 F1	isotype	10	39.56
68TB1654AT	AT3	300-15	CC16 F1	isotype	13	88.49
68TB1654AT	AT3	300-15	CC16 F1	isotype	15	164.7
68TB1654AT	AT3	300-15	CC16 F1	isotype	17	234.6
68TB1654AT	AT3	300-15	CC16 F1	isotype	20	440.99
68TB1654AT	AT3	300-15	CC16 F1	isotype	22	519.04
68TB1654AT	AT3	300-15	CC16 F1	isotype	24	724.72
68TB1654AT	AT3	300-15	CC16 F1	isotype	27	782.43
68TB1654AT	AT3	300-16	CC16 F1	isotype	6	0
68TB1654AT	AT3	300-16	CC16 F1	isotype	10	10.36
68TB1654AT	AT3	300-16	CC16 F1	isotype	13	13.65
68TB1654AT	AT3	300-16	CC16 F1	isotype	15	25
68TB1654AT	AT3	300-16	CC16 F1	isotype	17	47.74
68TB1654AT	AT3	300-16	CC16 F1	isotype	20	83.82
68TB1654AT	AT3	300-16	CC16 F1	isotype	22	87.68
68TB1654AT	AT3	300-16	CC16 F1	isotype	24	109.43
68TB1654AT	AT3	300-16	CC16 F1	isotype	27	138.42
68TB1654AT	AT3	300-17	CC16 F1	anti-PD1	6	0
68TB1654AT	AT3	300-17	CC16 F1	anti-PD1	10	16.03
68TB1654AT	AT3	300-17	CC16 F1	anti-PD1	13	77.01
68TB1654AT	AT3	300-17	CC16 F1	anti-PD1	15	88.67
68TB1654AT	AT3	300-17	CC16 F1	anti-PD1	17	118.05
68TB1654AT	AT3	300-17	CC16 F1	anti-PD1	20	135.1
68TB1654AT	AT3	300-17	CC16 F1	anti-PD1	22	324.69
68TB1654AT	AT3	300-17	CC16 F1	anti-PD1	24	368.83
68TB1654AT	AT3	300-17	CC16 F1	anti-PD1	27	439.76
68TB1654AT	AT3	300-18	CC16 F1	anti-PD1	6	16.66
68TB1654AT	AT3	300-18	CC16 F1	anti-PD1	10	49.83
68TB1654AT	AT3	300-18	CC16 F1	anti-PD1	13	92.61
68TB1654AT	AT3	300-18	CC16 F1	anti-PD1	15	129.56
68TB1654AT	AT3	300-18	CC16 F1	anti-PD1	17	281.02
68TB1654AT	AT3	300-18	CC16 F1	anti-PD1	20	384.54
68TB1654AT	AT3	300-18	CC16 F1	anti-PD1	22	561.85
68TB1654AT	AT3	300-18	CC16 F1	anti-PD1	24	694.58
68TB1654AT	AT3	300-18	CC16 F1	anti-PD1	27	765.94
68TB1654AT	AT3	300-19	CC16 F1	isotype	6	0
68TB1654AT	AT3	300-19	CC16 F1	isotype	10	20.4
68TB1654AT	AT3	300-19	CC16 F1	isotype	13	52.2
68TB1654AT	AT3	300-19	CC16 F1	isotype	15	95.21
68TB1654AT	AT3	300-19	CC16 F1	isotype	17	127.83
68TB1654AT	AT3	300-19	CC16 F1	isotype	20	222.65
68TB1654AT	AT3	300-19	CC16 F1	isotype	22	248.8
68TB1654AT	AT3	300-19	CC16 F1	isotype	24	357.68
68TB1654AT	AT3	300-19	CC16 F1	isotype	27	393.1
68TB1654AT	AT3	300-20	CC16 F1	isotype	6	0
68TB1654AT	AT3	300-20	CC16 F1	isotype	10	24.93
68TB1654AT	AT3	300-20	CC16 F1	isotype	13	60.74
68TB1654AT	AT3	300-20	CC16 F1	isotype	15	87.98
68TB1654AT	AT3	300-20	CC16 F1	isotype	17	120.16
68TB1654AT	AT3	300-20	CC16 F1	isotype	20	144.67
68TB1654AT	AT3	300-20	CC16 F1	isotype	22	212.27
68TB1654AT	AT3	300-20	CC16 F1	isotype	24	262.83
68TB1654AT	AT3	300-20	CC16 F1	isotype	27	383.95
68TB1654AT	AT3	579-21	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-21	CC65 F1	isotype	10	32.56
68TB1654AT	AT3	579-21	CC65 F1	isotype	13	71.44
68TB1654AT	AT3	579-21	CC65 F1	isotype	15	176.69
68TB1654AT	AT3	579-21	CC65 F1	isotype	17	281.39
68TB1654AT	AT3	579-21	CC65 F1	isotype	20	527.36
68TB1654AT	AT3	579-21	CC65 F1	isotype	22	598.55
68TB1654AT	AT3	579-21	CC65 F1	isotype	24	710.68
68TB1654AT	AT3	579-21	CC65 F1	isotype	27	891.12
68TB1654AT	AT3	579-22	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-22	CC65 F1	isotype	10	18.31
68TB1654AT	AT3	579-22	CC65 F1	isotype	13	28.83
68TB1654AT	AT3	579-22	CC65 F1	isotype	15	46.35
68TB1654AT	AT3	579-22	CC65 F1	isotype	17	92.79
68TB1654AT	AT3	579-22	CC65 F1	isotype	20	117.6
68TB1654AT	AT3	579-22	CC65 F1	isotype	22	137.74
68TB1654AT	AT3	579-22	CC65 F1	isotype	24	163.62
68TB1654AT	AT3	579-22	CC65 F1	isotype	27	176.15
68TB1654AT	AT3	579-23	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-23	CC65 F1	anti-PD1	10	0
68TB1654AT	AT3	579-23	CC65 F1	anti-PD1	13	62.54
68TB1654AT	AT3	579-23	CC65 F1	anti-PD1	15	165.54
68TB1654AT	AT3	579-23	CC65 F1	anti-PD1	17	283.25
68TB1654AT	AT3	579-23	CC65 F1	anti-PD1	20	471.12
68TB1654AT	AT3	579-23	CC65 F1	anti-PD1	22	573.08
68TB1654AT	AT3	579-23	CC65 F1	anti-PD1	24	774.04
68TB1654AT	AT3	579-23	CC65 F1	anti-PD1	27	836.93
68TB1654AT	AT3	579-24	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-24	CC65 F1	anti-PD1	10	0
68TB1654AT	AT3	579-24	CC65 F1	anti-PD1	13	0
68TB1654AT	AT3	579-24	CC65 F1	anti-PD1	15	0
68TB1654AT	AT3	579-24	CC65 F1	anti-PD1	17	0
68TB1654AT	AT3	579-24	CC65 F1	anti-PD1	20	0
68TB1654AT	AT3	579-24	CC65 F1	anti-PD1	22	0
68TB1654AT	AT3	579-24	CC65 F1	anti-PD1	24	0
68TB1654AT	AT3	579-24	CC65 F1	anti-PD1	27	0
68TB1654AT	AT3	579-25	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-25	CC65 F1	isotype	10	0
68TB1654AT	AT3	579-25	CC65 F1	isotype	13	40.92
68TB1654AT	AT3	579-25	CC65 F1	isotype	15	131.95
68TB1654AT	AT3	579-25	CC65 F1	isotype	17	188.37
68TB1654AT	AT3	579-25	CC65 F1	isotype	20	286.6
68TB1654AT	AT3	579-25	CC65 F1	isotype	22	345.38
68TB1654AT	AT3	579-25	CC65 F1	isotype	24	434.14
68TB1654AT	AT3	579-25	CC65 F1	isotype	27	610.51
68TB1654AT	AT3	579-26	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-26	CC65 F1	isotype	10	59.98
68TB1654AT	AT3	579-26	CC65 F1	isotype	13	113.4
68TB1654AT	AT3	579-26	CC65 F1	isotype	15	178.98
68TB1654AT	AT3	579-26	CC65 F1	isotype	17	254.02
68TB1654AT	AT3	579-26	CC65 F1	isotype	20	320.35
68TB1654AT	AT3	579-26	CC65 F1	isotype	22	411.8
68TB1654AT	AT3	579-26	CC65 F1	isotype	24	531.79
68TB1654AT	AT3	579-26	CC65 F1	isotype	27	724.69
68TB1654AT	AT3	579-27	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-27	CC65 F1	isotype	10	0
68TB1654AT	AT3	579-27	CC65 F1	isotype	13	0
68TB1654AT	AT3	579-27	CC65 F1	isotype	15	0
68TB1654AT	AT3	579-27	CC65 F1	isotype	17	0
68TB1654AT	AT3	579-27	CC65 F1	isotype	20	7.08
68TB1654AT	AT3	579-27	CC65 F1	isotype	22	21.8
68TB1654AT	AT3	579-27	CC65 F1	isotype	24	42.67
68TB1654AT	AT3	579-27	CC65 F1	isotype	27	56.08
68TB1654AT	AT3	579-28	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-28	CC65 F1	anti-PD1	10	0
68TB1654AT	AT3	579-28	CC65 F1	anti-PD1	13	15.93
68TB1654AT	AT3	579-28	CC65 F1	anti-PD1	15	17.72
68TB1654AT	AT3	579-28	CC65 F1	anti-PD1	17	22.85
68TB1654AT	AT3	579-28	CC65 F1	anti-PD1	20	55.89
68TB1654AT	AT3	579-28	CC65 F1	anti-PD1	22	63.6
68TB1654AT	AT3	579-28	CC65 F1	anti-PD1	24	104.51
68TB1654AT	AT3	579-28	CC65 F1	anti-PD1	27	155.78
68TB1654AT	AT3	579-29	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-29	CC65 F1	anti-PD1	10	42.91
68TB1654AT	AT3	579-29	CC65 F1	anti-PD1	13	64.77
68TB1654AT	AT3	579-29	CC65 F1	anti-PD1	15	77.43
68TB1654AT	AT3	579-29	CC65 F1	anti-PD1	17	108.81
68TB1654AT	AT3	579-29	CC65 F1	anti-PD1	20	184.28
68TB1654AT	AT3	579-29	CC65 F1	anti-PD1	22	370.97
68TB1654AT	AT3	579-29	CC65 F1	anti-PD1	24	517.99
68TB1654AT	AT3	579-29	CC65 F1	anti-PD1	27	759.4
68TB1654AT	AT3	579-30	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-30	CC65 F1	anti-PD1	10	37.04
68TB1654AT	AT3	579-30	CC65 F1	anti-PD1	13	54.29
68TB1654AT	AT3	579-30	CC65 F1	anti-PD1	15	85
68TB1654AT	AT3	579-30	CC65 F1	anti-PD1	17	92.97
68TB1654AT	AT3	579-30	CC65 F1	anti-PD1	20	238.64
68TB1654AT	AT3	579-30	CC65 F1	anti-PD1	22	397.8
68TB1654AT	AT3	579-30	CC65 F1	anti-PD1	24	541.55
68TB1654AT	AT3	579-30	CC65 F1	anti-PD1	27	685.3
68TB1654AT	AT3	579-31	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-31	CC65 F1	isotype	10	0
68TB1654AT	AT3	579-31	CC65 F1	isotype	13	27.26
68TB1654AT	AT3	579-31	CC65 F1	isotype	15	42.09
68TB1654AT	AT3	579-31	CC65 F1	isotype	17	59.54
68TB1654AT	AT3	579-31	CC65 F1	isotype	20	96.19
68TB1654AT	AT3	579-31	CC65 F1	isotype	22	97.8
68TB1654AT	AT3	579-31	CC65 F1	isotype	24	126.5
68TB1654AT	AT3	579-31	CC65 F1	isotype	27	188.79
68TB1654AT	AT3	579-32	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-32	CC65 F1	anti-PD1	10	30.77
68TB1654AT	AT3	579-32	CC65 F1	anti-PD1	13	39.42
68TB1654AT	AT3	579-32	CC65 F1	anti-PD1	15	50.45
68TB1654AT	AT3	579-32	CC65 F1	anti-PD1	17	87.04
68TB1654AT	AT3	579-32	CC65 F1	anti-PD1	20	91.15
68TB1654AT	AT3	579-32	CC65 F1	anti-PD1	22	102.59
68TB1654AT	AT3	579-32	CC65 F1	anti-PD1	24	128.69
68TB1654AT	AT3	579-32	CC65 F1	anti-PD1	27	194.29
68TB1654AT	AT3	579-33	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-33	CC65 F1	anti-PD1	10	21.18
68TB1654AT	AT3	579-33	CC65 F1	anti-PD1	13	92.83
68TB1654AT	AT3	579-33	CC65 F1	anti-PD1	15	173.24
68TB1654AT	AT3	579-33	CC65 F1	anti-PD1	17	243.04
68TB1654AT	AT3	579-33	CC65 F1	anti-PD1	20	383.24
68TB1654AT	AT3	579-33	CC65 F1	anti-PD1	22	517.17
68TB1654AT	AT3	579-33	CC65 F1	anti-PD1	24	597.43
68TB1654AT	AT3	579-33	CC65 F1	anti-PD1	27	714.44
68TB1654AT	AT3	579-34	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-34	CC65 F1	isotype	10	0
68TB1654AT	AT3	579-34	CC65 F1	isotype	13	30.28
68TB1654AT	AT3	579-34	CC65 F1	isotype	15	31.27
68TB1654AT	AT3	579-34	CC65 F1	isotype	17	52.59
68TB1654AT	AT3	579-34	CC65 F1	isotype	20	69.35
68TB1654AT	AT3	579-34	CC65 F1	isotype	22	119.64
68TB1654AT	AT3	579-34	CC65 F1	isotype	24	140.57
68TB1654AT	AT3	579-34	CC65 F1	isotype	27	228.5
68TB1654AT	AT3	579-35	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-35	CC65 F1	anti-PD1	10	10.19
68TB1654AT	AT3	579-35	CC65 F1	anti-PD1	13	13.06
68TB1654AT	AT3	579-35	CC65 F1	anti-PD1	15	21.68
68TB1654AT	AT3	579-35	CC65 F1	anti-PD1	17	31.52
68TB1654AT	AT3	579-35	CC65 F1	anti-PD1	20	39.08
68TB1654AT	AT3	579-35	CC65 F1	anti-PD1	22	47.21
68TB1654AT	AT3	579-35	CC65 F1	anti-PD1	24	58.25
68TB1654AT	AT3	579-35	CC65 F1	anti-PD1	27	98.9
68TB1654AT	AT3	579-36	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-36	CC65 F1	anti-PD1	10	0
68TB1654AT	AT3	579-36	CC65 F1	anti-PD1	13	10.65
68TB1654AT	AT3	579-36	CC65 F1	anti-PD1	15	28.71
68TB1654AT	AT3	579-36	CC65 F1	anti-PD1	17	32.85
68TB1654AT	AT3	579-36	CC65 F1	anti-PD1	20	50.29
68TB1654AT	AT3	579-36	CC65 F1	anti-PD1	22	70.35
68TB1654AT	AT3	579-36	CC65 F1	anti-PD1	24	94.96
68TB1654AT	AT3	579-36	CC65 F1	anti-PD1	27	110.24
68TB1654AT	AT3	579-37	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-37	CC65 F1	isotype	10	0
68TB1654AT	AT3	579-37	CC65 F1	isotype	13	19.9
68TB1654AT	AT3	579-37	CC65 F1	isotype	15	23.42
68TB1654AT	AT3	579-37	CC65 F1	isotype	17	37.81
68TB1654AT	AT3	579-37	CC65 F1	isotype	20	66.13
68TB1654AT	AT3	579-37	CC65 F1	isotype	22	93.82
68TB1654AT	AT3	579-37	CC65 F1	isotype	24	149.29
68TB1654AT	AT3	579-37	CC65 F1	isotype	27	170.9
68TB1654AT	AT3	579-38	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-38	CC65 F1	isotype	10	20.92
68TB1654AT	AT3	579-38	CC65 F1	isotype	13	49.49
68TB1654AT	AT3	579-38	CC65 F1	isotype	15	62.35
68TB1654AT	AT3	579-38	CC65 F1	isotype	17	85.08
68TB1654AT	AT3	579-38	CC65 F1	isotype	20	144.29
68TB1654AT	AT3	579-38	CC65 F1	isotype	22	147.75
68TB1654AT	AT3	579-38	CC65 F1	isotype	24	158.35
68TB1654AT	AT3	579-38	CC65 F1	isotype	27	184.63
68TB1654AT	AT3	579-39	CC65 F1	anti-PD1	6	0
68TB1654AT	AT3	579-39	CC65 F1	anti-PD1	10	0
68TB1654AT	AT3	579-39	CC65 F1	anti-PD1	13	12.97
68TB1654AT	AT3	579-39	CC65 F1	anti-PD1	15	45.01
68TB1654AT	AT3	579-39	CC65 F1	anti-PD1	17	54.24
68TB1654AT	AT3	579-39	CC65 F1	anti-PD1	20	115.25
68TB1654AT	AT3	579-39	CC65 F1	anti-PD1	22	127.46
68TB1654AT	AT3	579-39	CC65 F1	anti-PD1	24	173.11
68TB1654AT	AT3	579-39	CC65 F1	anti-PD1	27	285.95
68TB1654AT	AT3	579-40	CC65 F1	isotype	6	0
68TB1654AT	AT3	579-40	CC65 F1	isotype	10	35.2
68TB1654AT	AT3	579-40	CC65 F1	isotype	13	44.72
68TB1654AT	AT3	579-40	CC65 F1	isotype	15	77.32
68TB1654AT	AT3	579-40	CC65 F1	isotype	17	165.53
68TB1654AT	AT3	579-40	CC65 F1	isotype	20	318.66
68TB1654AT	AT3	579-40	CC65 F1	isotype	22	454.56
68TB1654AT	AT3	579-40	CC65 F1	isotype	24	530.29
68TB1654AT	AT3	579-40	CC65 F1	isotype	27	676.16
68TB1654AT	AT3	581-41	CC04 F1	anti-PD1	6	0
68TB1654AT	AT3	581-41	CC04 F1	anti-PD1	10	36.4
68TB1654AT	AT3	581-41	CC04 F1	anti-PD1	13	51.47
68TB1654AT	AT3	581-41	CC04 F1	anti-PD1	15	56.5
68TB1654AT	AT3	581-41	CC04 F1	anti-PD1	17	121.05
68TB1654AT	AT3	581-41	CC04 F1	anti-PD1	20	139.63
68TB1654AT	AT3	581-41	CC04 F1	anti-PD1	22	154.35
68TB1654AT	AT3	581-41	CC04 F1	anti-PD1	24	156.32
68TB1654AT	AT3	581-41	CC04 F1	anti-PD1	27	164.95
68TB1654AT	AT3	581-42	CC04 F1	anti-PD1	6	0
68TB1654AT	AT3	581-42	CC04 F1	anti-PD1	10	20.96
68TB1654AT	AT3	581-42	CC04 F1	anti-PD1	13	47.93
68TB1654AT	AT3	581-42	CC04 F1	anti-PD1	15	50.24
68TB1654AT	AT3	581-42	CC04 F1	anti-PD1	17	68.08
68TB1654AT	AT3	581-42	CC04 F1	anti-PD1	20	92.05
68TB1654AT	AT3	581-42	CC04 F1	anti-PD1	22	117.66
68TB1654AT	AT3	581-42	CC04 F1	anti-PD1	24	133.02
68TB1654AT	AT3	581-42	CC04 F1	anti-PD1	27	166.65
68TB1654AT	AT3	581-43	CC04 F1	isotype	6	0
68TB1654AT	AT3	581-43	CC04 F1	isotype	10	16.93
68TB1654AT	AT3	581-43	CC04 F1	isotype	13	29.82
68TB1654AT	AT3	581-43	CC04 F1	isotype	15	49.78
68TB1654AT	AT3	581-43	CC04 F1	isotype	17	87.9
68TB1654AT	AT3	581-43	CC04 F1	isotype	20	130.91
68TB1654AT	AT3	581-43	CC04 F1	isotype	22	136.31
68TB1654AT	AT3	581-43	CC04 F1	isotype	24	168.65
68TB1654AT	AT3	581-43	CC04 F1	isotype	27	255.01
68TB1654AT	AT3	581-44	CC04 F1	isotype	6	8.68
68TB1654AT	AT3	581-44	CC04 F1	isotype	10	56.43
68TB1654AT	AT3	581-44	CC04 F1	isotype	13	79.2
68TB1654AT	AT3	581-44	CC04 F1	isotype	15	121.46
68TB1654AT	AT3	581-44	CC04 F1	isotype	17	218.86
68TB1654AT	AT3	581-44	CC04 F1	isotype	20	286.67
68TB1654AT	AT3	581-44	CC04 F1	isotype	22	327.32
68TB1654AT	AT3	581-44	CC04 F1	isotype	24	410.63
68TB1654AT	AT3	581-44	CC04 F1	isotype	27	841.46
68TB1654AT	AT3	581-45	CC04 F1	anti-PD1	6	0
68TB1654AT	AT3	581-45	CC04 F1	anti-PD1	10	28.51
68TB1654AT	AT3	581-45	CC04 F1	anti-PD1	13	52.99
68TB1654AT	AT3	581-45	CC04 F1	anti-PD1	15	62.52
68TB1654AT	AT3	581-45	CC04 F1	anti-PD1	17	130.25
68TB1654AT	AT3	581-45	CC04 F1	anti-PD1	20	159.62
68TB1654AT	AT3	581-45	CC04 F1	anti-PD1	22	237.35
68TB1654AT	AT3	581-45	CC04 F1	anti-PD1	24	351.01
68TB1654AT	AT3	581-45	CC04 F1	anti-PD1	27	508.77
68TB1654AT	AT3	581-46	CC04 F1	isotype	6	0
68TB1654AT	AT3	581-46	CC04 F1	isotype	10	0
68TB1654AT	AT3	581-46	CC04 F1	isotype	13	25.05
68TB1654AT	AT3	581-46	CC04 F1	isotype	15	66.13
68TB1654AT	AT3	581-46	CC04 F1	isotype	17	121.55
68TB1654AT	AT3	581-46	CC04 F1	isotype	20	125.21
68TB1654AT	AT3	581-46	CC04 F1	isotype	22	160
68TB1654AT	AT3	581-46	CC04 F1	isotype	24	222.88
68TB1654AT	AT3	581-46	CC04 F1	isotype	27	255.14
68TB1654AT	AT3	581-47	CC04 F1	anti-PD1	6	12.49
68TB1654AT	AT3	581-47	CC04 F1	anti-PD1	10	36.81
68TB1654AT	AT3	581-47	CC04 F1	anti-PD1	13	39.24
68TB1654AT	AT3	581-47	CC04 F1	anti-PD1	15	39.16
68TB1654AT	AT3	581-47	CC04 F1	anti-PD1	17	51.56
68TB1654AT	AT3	581-47	CC04 F1	anti-PD1	20	80.73
68TB1654AT	AT3	581-47	CC04 F1	anti-PD1	22	93.84
68TB1654AT	AT3	581-47	CC04 F1	anti-PD1	24	132.38
68TB1654AT	AT3	581-47	CC04 F1	anti-PD1	27	175.95
68TB1654AT	AT3	581-48	CC04 F1	anti-PD1	6	0
68TB1654AT	AT3	581-48	CC04 F1	anti-PD1	10	17.63
68TB1654AT	AT3	581-48	CC04 F1	anti-PD1	13	31.29
68TB1654AT	AT3	581-48	CC04 F1	anti-PD1	15	38.44
68TB1654AT	AT3	581-48	CC04 F1	anti-PD1	17	68.15
68TB1654AT	AT3	581-48	CC04 F1	anti-PD1	20	84.21
68TB1654AT	AT3	581-48	CC04 F1	anti-PD1	22	103.03
68TB1654AT	AT3	581-48	CC04 F1	anti-PD1	24	113.55
68TB1654AT	AT3	581-48	CC04 F1	anti-PD1	27	120.86
68TB1654AT	AT3	581-49	CC04 F1	isotype	6	0
68TB1654AT	AT3	581-49	CC04 F1	isotype	10	30.69
68TB1654AT	AT3	581-49	CC04 F1	isotype	13	66.41
68TB1654AT	AT3	581-49	CC04 F1	isotype	15	105.45
68TB1654AT	AT3	581-49	CC04 F1	isotype	17	128.43
68TB1654AT	AT3	581-49	CC04 F1	isotype	20	152.57
68TB1654AT	AT3	581-49	CC04 F1	isotype	22	179.35
68TB1654AT	AT3	581-49	CC04 F1	isotype	24	236.79
68TB1654AT	AT3	581-49	CC04 F1	isotype	27	334.51
68TB1654AT	AT3	581-50	CC04 F1	anti-PD1	6	0
68TB1654AT	AT3	581-50	CC04 F1	anti-PD1	10	0
68TB1654AT	AT3	581-50	CC04 F1	anti-PD1	13	14.79
68TB1654AT	AT3	581-50	CC04 F1	anti-PD1	15	22.68
68TB1654AT	AT3	581-50	CC04 F1	anti-PD1	17	44.63
68TB1654AT	AT3	581-50	CC04 F1	anti-PD1	20	77.07
68TB1654AT	AT3	581-50	CC04 F1	anti-PD1	22	79.43
68TB1654AT	AT3	581-50	CC04 F1	anti-PD1	24	95.33
68TB1654AT	AT3	581-50	CC04 F1	anti-PD1	27	117.88
68TB1654AT	AT3	581-51	CC04 F1	anti-PD1	6	0
68TB1654AT	AT3	581-51	CC04 F1	anti-PD1	10	13.04
68TB1654AT	AT3	581-51	CC04 F1	anti-PD1	13	18.42
68TB1654AT	AT3	581-51	CC04 F1	anti-PD1	15	19.31
68TB1654AT	AT3	581-51	CC04 F1	anti-PD1	17	25.55
68TB1654AT	AT3	581-51	CC04 F1	anti-PD1	20	44.05
68TB1654AT	AT3	581-51	CC04 F1	anti-PD1	22	58.77
68TB1654AT	AT3	581-51	CC04 F1	anti-PD1	24	78.73
68TB1654AT	AT3	581-51	CC04 F1	anti-PD1	27	109.69
68TB1654AT	AT3	581-52	CC04 F1	isotype	6	0
68TB1654AT	AT3	581-52	CC04 F1	isotype	10	17.06
68TB1654AT	AT3	581-52	CC04 F1	isotype	13	49.27
68TB1654AT	AT3	581-52	CC04 F1	isotype	15	52.86
68TB1654AT	AT3	581-52	CC04 F1	isotype	17	67.86
68TB1654AT	AT3	581-52	CC04 F1	isotype	20	118.62
68TB1654AT	AT3	581-52	CC04 F1	isotype	22	175.87
68TB1654AT	AT3	581-52	CC04 F1	isotype	24	193.21
68TB1654AT	AT3	581-52	CC04 F1	isotype	27	280.32
68TB1654AT	AT3	581-53	CC04 F1	isotype	6	0
68TB1654AT	AT3	581-53	CC04 F1	isotype	10	11.75
68TB1654AT	AT3	581-53	CC04 F1	isotype	13	31.91
68TB1654AT	AT3	581-53	CC04 F1	isotype	15	58.81
68TB1654AT	AT3	581-53	CC04 F1	isotype	17	90.86
68TB1654AT	AT3	581-53	CC04 F1	isotype	20	120.56
68TB1654AT	AT3	581-53	CC04 F1	isotype	22	153.33
68TB1654AT	AT3	581-53	CC04 F1	isotype	24	177.94
68TB1654AT	AT3	581-53	CC04 F1	isotype	27	224.13
68TB1654AT	AT3	581-54	CC04 F1	anti-PD1	6	0
68TB1654AT	AT3	581-54	CC04 F1	anti-PD1	10	30.33
68TB1654AT	AT3	581-54	CC04 F1	anti-PD1	13	89.85
68TB1654AT	AT3	581-54	CC04 F1	anti-PD1	15	93.59
68TB1654AT	AT3	581-54	CC04 F1	anti-PD1	17	119.12
68TB1654AT	AT3	581-54	CC04 F1	anti-PD1	20	173.11
68TB1654AT	AT3	581-54	CC04 F1	anti-PD1	22	223.77
68TB1654AT	AT3	581-54	CC04 F1	anti-PD1	24	393.98
68TB1654AT	AT3	581-54	CC04 F1	anti-PD1	27	586.6
68TB1654AT	AT3	581-55	CC04 F1	isotype	6	0
68TB1654AT	AT3	581-55	CC04 F1	isotype	10	0
68TB1654AT	AT3	581-55	CC04 F1	isotype	13	30.78
68TB1654AT	AT3	581-55	CC04 F1	isotype	15	35.51
68TB1654AT	AT3	581-55	CC04 F1	isotype	17	58.79
68TB1654AT	AT3	581-55	CC04 F1	isotype	20	68.68
68TB1654AT	AT3	581-55	CC04 F1	isotype	22	75.62
68TB1654AT	AT3	581-55	CC04 F1	isotype	24	100.18
68TB1654AT	AT3	581-55	CC04 F1	isotype	27	137.92
68TB1654AT	AT3	581-56	CC04 F1	isotype	6	0
68TB1654AT	AT3	581-56	CC04 F1	isotype	10	21.09
68TB1654AT	AT3	581-56	CC04 F1	isotype	13	50.78
68TB1654AT	AT3	581-56	CC04 F1	isotype	15	58.34
68TB1654AT	AT3	581-56	CC04 F1	isotype	17	114.37
68TB1654AT	AT3	581-56	CC04 F1	isotype	20	142.47
68TB1654AT	AT3	581-56	CC04 F1	isotype	22	172.08
68TB1654AT	AT3	581-56	CC04 F1	isotype	24	199.19
68TB1654AT	AT3	581-56	CC04 F1	isotype	27	330.82
68TB1654AT	AT3	581-57	CC04 F1	anti-PD1	6	0
68TB1654AT	AT3	581-57	CC04 F1	anti-PD1	10	12.48
68TB1654AT	AT3	581-57	CC04 F1	anti-PD1	13	15.91
68TB1654AT	AT3	581-57	CC04 F1	anti-PD1	15	7.87
68TB1654AT	AT3	581-57	CC04 F1	anti-PD1	17	29.37
68TB1654AT	AT3	581-57	CC04 F1	anti-PD1	20	34.89
68TB1654AT	AT3	581-57	CC04 F1	anti-PD1	22	47.51
68TB1654AT	AT3	581-57	CC04 F1	anti-PD1	24	70.24
68TB1654AT	AT3	581-57	CC04 F1	anti-PD1	27	78.29
68TB1654AT	AT3	581-58	CC04 F1	isotype	6	0
68TB1654AT	AT3	581-58	CC04 F1	isotype	10	33.16
68TB1654AT	AT3	581-58	CC04 F1	isotype	13	62.93
68TB1654AT	AT3	581-58	CC04 F1	isotype	15	71.69
68TB1654AT	AT3	581-58	CC04 F1	isotype	17	132.27
68TB1654AT	AT3	581-58	CC04 F1	isotype	20	199.85
68TB1654AT	AT3	581-58	CC04 F1	isotype	22	305.5
68TB1654AT	AT3	581-58	CC04 F1	isotype	24	435.37
